rand,Mod 64,Mod 32,Mod 16,Mod 8
431,47,15,15,7
421,37,5,5,5
503,55,23,7,7
682,42,10,10,2
37,37,5,5,5
788,20,20,4,4
635,59,27,11,3
755,51,19,3,3
960,0,0,0,0
25,25,25,9,1
246,54,22,6,6
447,63,31,15,7
165,37,5,5,5
15,15,15,15,7
689,49,17,1,1
656,16,16,0,0
951,55,23,7,7
482,34,2,2,2
456,8,8,8,0
716,12,12,12,4
617,41,9,9,1
710,6,6,6,6
163,35,3,3,3
835,3,3,3,3
787,19,19,3,3
831,63,31,15,7
861,29,29,13,5
527,15,15,15,7
836,4,4,4,4
734,30,30,14,6
12,12,12,12,4
336,16,16,0,0
701,61,29,13,5
664,24,24,8,0
304,48,16,0,0
703,63,31,15,7
156,28,28,12,4
10,10,10,10,2
477,29,29,13,5
470,22,22,6,6
4,4,4,4,4
830,62,30,14,6
15,15,15,15,7
118,54,22,6,6
528,16,16,0,0
93,29,29,13,5
772,4,4,4,4
950,54,22,6,6
127,63,31,15,7
872,40,8,8,0
285,29,29,13,5
450,2,2,2,2
412,28,28,12,4
745,41,9,9,1
576,0,0,0,0
48,48,16,0,0
904,8,8,8,0
966,6,6,6,6
355,35,3,3,3
756,52,20,4,4
456,8,8,8,0
733,29,29,13,5
768,0,0,0,0
392,8,8,8,0
405,21,21,5,5
929,33,1,1,1
475,27,27,11,3
410,26,26,10,2
288,32,0,0,0
48,48,16,0,0
190,62,30,14,6
243,51,19,3,3
802,34,2,2,2
17,17,17,1,1
681,41,9,9,1
354,34,2,2,2
475,27,27,11,3
388,4,4,4,4
596,20,20,4,4
866,34,2,2,2
127,63,31,15,7
607,31,31,15,7
857,25,25,9,1
696,56,24,8,0
679,39,7,7,7
610,34,2,2,2
556,44,12,12,4
498,50,18,2,2
438,54,22,6,6
733,29,29,13,5
505,57,25,9,1
349,29,29,13,5
182,54,22,6,6
908,12,12,12,4
467,19,19,3,3
940,44,12,12,4
713,9,9,9,1
108,44,12,12,4
603,27,27,11,3
88,24,24,8,0
467,19,19,3,3
313,57,25,9,1
653,13,13,13,5
64,0,0,0,0
227,35,3,3,3
163,35,3,3,3
506,58,26,10,2
990,30,30,14,6
7,7,7,7,7
636,60,28,12,4
977,17,17,1,1
344,24,24,8,0
712,8,8,8,0
405,21,21,5,5
122,58,26,10,2
912,16,16,0,0
886,54,22,6,6
10,10,10,10,2
963,3,3,3,3
182,54,22,6,6
136,8,8,8,0
879,47,15,15,7
423,39,7,7,7
745,41,9,9,1
191,63,31,15,7
109,45,13,13,5
733,29,29,13,5
517,5,5,5,5
616,40,8,8,0
30,30,30,14,6
527,15,15,15,7
981,21,21,5,5
226,34,2,2,2
715,11,11,11,3
805,37,5,5,5
648,8,8,8,0
591,15,15,15,7
992,32,0,0,0
494,46,14,14,6
590,14,14,14,6
40,40,8,8,0
403,19,19,3,3
956,60,28,12,4
181,53,21,5,5
520,8,8,8,0
843,11,11,11,3
424,40,8,8,0
547,35,3,3,3
768,0,0,0,0
467,19,19,3,3
509,61,29,13,5
752,48,16,0,0
351,31,31,15,7
368,48,16,0,0
609,33,1,1,1
830,62,30,14,6
621,45,13,13,5
458,10,10,10,2
143,15,15,15,7
94,30,30,14,6
801,33,1,1,1
101,37,5,5,5
200,8,8,8,0
941,45,13,13,5
444,60,28,12,4
606,30,30,14,6
17,17,17,1,1
628,52,20,4,4
192,0,0,0,0
218,26,26,10,2
67,3,3,3,3
646,6,6,6,6
608,32,0,0,0
73,9,9,9,1
357,37,5,5,5
973,13,13,13,5
600,24,24,8,0
948,52,20,4,4
312,56,24,8,0
116,52,20,4,4
694,54,22,6,6
801,33,1,1,1
651,11,11,11,3
942,46,14,14,6
126,62,30,14,6
825,57,25,9,1
252,60,28,12,4
702,62,30,14,6
174,46,14,14,6
825,57,25,9,1
407,23,23,7,7
2,2,2,2,2
656,16,16,0,0
864,32,0,0,0
125,61,29,13,5
669,29,29,13,5
610,34,2,2,2
282,26,26,10,2
291,35,3,3,3
443,59,27,11,3
26,26,26,10,2
527,15,15,15,7
794,26,26,10,2
196,4,4,4,4
649,9,9,9,1
590,14,14,14,6
126,62,30,14,6
399,15,15,15,7
517,5,5,5,5
673,33,1,1,1
819,51,19,3,3
25,25,25,9,1
304,48,16,0,0
545,33,1,1,1
475,27,27,11,3
221,29,29,13,5
763,59,27,11,3
111,47,15,15,7
59,59,27,11,3
756,52,20,4,4
671,31,31,15,7
313,57,25,9,1
737,33,1,1,1
870,38,6,6,6
8,8,8,8,0
438,54,22,6,6
185,57,25,9,1
677,37,5,5,5
463,15,15,15,7
985,25,25,9,1
420,36,4,4,4
839,7,7,7,7
822,54,22,6,6
196,4,4,4,4
47,47,15,15,7
200,8,8,8,0
569,57,25,9,1
70,6,6,6,6
262,6,6,6,6
282,26,26,10,2
259,3,3,3,3
986,26,26,10,2
603,27,27,11,3
43,43,11,11,3
789,21,21,5,5
404,20,20,4,4
454,6,6,6,6
241,49,17,1,1
767,63,31,15,7
374,54,22,6,6
624,48,16,0,0
97,33,1,1,1
760,56,24,8,0
749,45,13,13,5
414,30,30,14,6
903,7,7,7,7
443,59,27,11,3
28,28,28,12,4
700,60,28,12,4
320,0,0,0,0
311,55,23,7,7
552,40,8,8,0
972,12,12,12,4
745,41,9,9,1
138,10,10,10,2
710,6,6,6,6
106,42,10,10,2
858,26,26,10,2
125,61,29,13,5
856,24,24,8,0
559,47,15,15,7
418,34,2,2,2
42,42,10,10,2
437,53,21,5,5
658,18,18,2,2
635,59,27,11,3
212,20,20,4,4
70,6,6,6,6
23,23,23,7,7
958,62,30,14,6
543,31,31,15,7
843,11,11,11,3
363,43,11,11,3
416,32,0,0,0
12,12,12,12,4
923,27,27,11,3
99,35,3,3,3
145,17,17,1,1
871,39,7,7,7
711,7,7,7,7
237,45,13,13,5
826,58,26,10,2
108,44,12,12,4
756,52,20,4,4
439,55,23,7,7
126,62,30,14,6
759,55,23,7,7
461,13,13,13,5
24,24,24,8,0
318,62,30,14,6
999,39,7,7,7
775,7,7,7,7
221,29,29,13,5
258,2,2,2,2
159,31,31,15,7
210,18,18,2,2
421,37,5,5,5
14,14,14,14,6
28,28,28,12,4
766,62,30,14,6
289,33,1,1,1
454,6,6,6,6
855,23,23,7,7
829,61,29,13,5
443,59,27,11,3
65,1,1,1,1
671,31,31,15,7
42,42,10,10,2
413,29,29,13,5
661,21,21,5,5
999,39,7,7,7
231,39,7,7,7
525,13,13,13,5
411,27,27,11,3
703,63,31,15,7
317,61,29,13,5
749,45,13,13,5
909,13,13,13,5
237,45,13,13,5
566,54,22,6,6
316,60,28,12,4
592,16,16,0,0
392,8,8,8,0
132,4,4,4,4
129,1,1,1,1
776,8,8,8,0
11,11,11,11,3
958,62,30,14,6
248,56,24,8,0
931,35,3,3,3
150,22,22,6,6
3,3,3,3,3
520,8,8,8,0
806,38,6,6,6
666,26,26,10,2
155,27,27,11,3
35,35,3,3,3
728,24,24,8,0
121,57,25,9,1
570,58,26,10,2
595,19,19,3,3
721,17,17,1,1
163,35,3,3,3
433,49,17,1,1
341,21,21,5,5
670,30,30,14,6
685,45,13,13,5
95,31,31,15,7
463,15,15,15,7
365,45,13,13,5
922,26,26,10,2
240,48,16,0,0
857,25,25,9,1
534,22,22,6,6
908,12,12,12,4
222,30,30,14,6
7,7,7,7,7
971,11,11,11,3
566,54,22,6,6
196,4,4,4,4
654,14,14,14,6
341,21,21,5,5
655,15,15,15,7
296,40,8,8,0
884,52,20,4,4
405,21,21,5,5
354,34,2,2,2
162,34,2,2,2
962,2,2,2,2
373,53,21,5,5
985,25,25,9,1
61,61,29,13,5
717,13,13,13,5
691,51,19,3,3
419,35,3,3,3
965,5,5,5,5
150,22,22,6,6
25,25,25,9,1
162,34,2,2,2
729,25,25,9,1
988,28,28,12,4
599,23,23,7,7
909,13,13,13,5
880,48,16,0,0
177,49,17,1,1
15,15,15,15,7
905,9,9,9,1
346,26,26,10,2
791,23,23,7,7
461,13,13,13,5
607,31,31,15,7
195,3,3,3,3
643,3,3,3,3
987,27,27,11,3
548,36,4,4,4
426,42,10,10,2
570,58,26,10,2
948,52,20,4,4
339,19,19,3,3
848,16,16,0,0
816,48,16,0,0
215,23,23,7,7
879,47,15,15,7
628,52,20,4,4
300,44,12,12,4
98,34,2,2,2
981,21,21,5,5
449,1,1,1,1
180,52,20,4,4
472,24,24,8,0
683,43,11,11,3
526,14,14,14,6
119,55,23,7,7
886,54,22,6,6
389,5,5,5,5
461,13,13,13,5
497,49,17,1,1
898,2,2,2,2
456,8,8,8,0
997,37,5,5,5
311,55,23,7,7
524,12,12,12,4
312,56,24,8,0
812,44,12,12,4
430,46,14,14,6
16,16,16,0,0
284,28,28,12,4
613,37,5,5,5
761,57,25,9,1
526,14,14,14,6
234,42,10,10,2
125,61,29,13,5
488,40,8,8,0
936,40,8,8,0
969,9,9,9,1
223,31,31,15,7
562,50,18,2,2
325,5,5,5,5
85,21,21,5,5
759,55,23,7,7
317,61,29,13,5
762,58,26,10,2
686,46,14,14,6
602,26,26,10,2
178,50,18,2,2
909,13,13,13,5
924,28,28,12,4
592,16,16,0,0
324,4,4,4,4
968,8,8,8,0
235,43,11,11,3
989,29,29,13,5
67,3,3,3,3
380,60,28,12,4
395,11,11,11,3
509,61,29,13,5
602,26,26,10,2
79,15,15,15,7
608,32,0,0,0
803,35,3,3,3
264,8,8,8,0
270,14,14,14,6
283,27,27,11,3
13,13,13,13,5
493,45,13,13,5
335,15,15,15,7
86,22,22,6,6
641,1,1,1,1
789,21,21,5,5
794,26,26,10,2
595,19,19,3,3
233,41,9,9,1
566,54,22,6,6
726,22,22,6,6
661,21,21,5,5
622,46,14,14,6
322,2,2,2,2
2,2,2,2,2
309,53,21,5,5
949,53,21,5,5
403,19,19,3,3
981,21,21,5,5
660,20,20,4,4
570,58,26,10,2
787,19,19,3,3
614,38,6,6,6
469,21,21,5,5
848,16,16,0,0
25,25,25,9,1
808,40,8,8,0
854,22,22,6,6
560,48,16,0,0
36,36,4,4,4
442,58,26,10,2
492,44,12,12,4
407,23,23,7,7
883,51,19,3,3
953,57,25,9,1
858,26,26,10,2
883,51,19,3,3
222,30,30,14,6
748,44,12,12,4
166,38,6,6,6
838,6,6,6,6
429,45,13,13,5
293,37,5,5,5
72,8,8,8,0
335,15,15,15,7
84,20,20,4,4
151,23,23,7,7
414,30,30,14,6
450,2,2,2,2
18,18,18,2,2
96,32,0,0,0
438,54,22,6,6
470,22,22,6,6
372,52,20,4,4
448,0,0,0,0
251,59,27,11,3
580,4,4,4,4
449,1,1,1,1
29,29,29,13,5
934,38,6,6,6
452,4,4,4,4
520,8,8,8,0
20,20,20,4,4
367,47,15,15,7
86,22,22,6,6
465,17,17,1,1
151,23,23,7,7
424,40,8,8,0
70,6,6,6,6
408,24,24,8,0
37,37,5,5,5
700,60,28,12,4
74,10,10,10,2
416,32,0,0,0
579,3,3,3,3
420,36,4,4,4
320,0,0,0,0
563,51,19,3,3
348,28,28,12,4
385,1,1,1,1
638,62,30,14,6
93,29,29,13,5
949,53,21,5,5
419,35,3,3,3
853,21,21,5,5
253,61,29,13,5
73,9,9,9,1
363,43,11,11,3
425,41,9,9,1
543,31,31,15,7
673,33,1,1,1
874,42,10,10,2
691,51,19,3,3
545,33,1,1,1
835,3,3,3,3
719,15,15,15,7
341,21,21,5,5
146,18,18,2,2
298,42,10,10,2
245,53,21,5,5
978,18,18,2,2
869,37,5,5,5
683,43,11,11,3
711,7,7,7,7
616,40,8,8,0
505,57,25,9,1
112,48,16,0,0
9,9,9,9,1
32,32,0,0,0
976,16,16,0,0
704,0,0,0,0
158,30,30,14,6
936,40,8,8,0
149,21,21,5,5
798,30,30,14,6
765,61,29,13,5
988,28,28,12,4
644,4,4,4,4
74,10,10,10,2
399,15,15,15,7
31,31,31,15,7
274,18,18,2,2
365,45,13,13,5
721,17,17,1,1
394,10,10,10,2
939,43,11,11,3
508,60,28,12,4
280,24,24,8,0
861,29,29,13,5
460,12,12,12,4
863,31,31,15,7
47,47,15,15,7
122,58,26,10,2
204,12,12,12,4
262,6,6,6,6
240,48,16,0,0
335,15,15,15,7
674,34,2,2,2
552,40,8,8,0
348,28,28,12,4
645,5,5,5,5
168,40,8,8,0
292,36,4,4,4
320,0,0,0,0
914,18,18,2,2
64,0,0,0,0
452,4,4,4,4
481,33,1,1,1
754,50,18,2,2
221,29,29,13,5
838,6,6,6,6
347,27,27,11,3
88,24,24,8,0
548,36,4,4,4
838,6,6,6,6
796,28,28,12,4
926,30,30,14,6
907,11,11,11,3
809,41,9,9,1
518,6,6,6,6
993,33,1,1,1
281,25,25,9,1
912,16,16,0,0
61,61,29,13,5
840,8,8,8,0
434,50,18,2,2
401,17,17,1,1
840,8,8,8,0
607,31,31,15,7
34,34,2,2,2
753,49,17,1,1
395,11,11,11,3
992,32,0,0,0
229,37,5,5,5
260,4,4,4,4
506,58,26,10,2
371,51,19,3,3
197,5,5,5,5
341,21,21,5,5
668,28,28,12,4
30,30,30,14,6
683,43,11,11,3
242,50,18,2,2
500,52,20,4,4
490,42,10,10,2
692,52,20,4,4
984,24,24,8,0
933,37,5,5,5
168,40,8,8,0
957,61,29,13,5
229,37,5,5,5
586,10,10,10,2
138,10,10,10,2
422,38,6,6,6
197,5,5,5,5
433,49,17,1,1
401,17,17,1,1
853,21,21,5,5
231,39,7,7,7
609,33,1,1,1
615,39,7,7,7
934,38,6,6,6
747,43,11,11,3
77,13,13,13,5
275,19,19,3,3
975,15,15,15,7
633,57,25,9,1
674,34,2,2,2
594,18,18,2,2
610,34,2,2,2
527,15,15,15,7
596,20,20,4,4
953,57,25,9,1
835,3,3,3,3
992,32,0,0,0
184,56,24,8,0
415,31,31,15,7
440,56,24,8,0
745,41,9,9,1
608,32,0,0,0
939,43,11,11,3
40,40,8,8,0
135,7,7,7,7
562,50,18,2,2
436,52,20,4,4
554,42,10,10,2
199,7,7,7,7
800,32,0,0,0
987,27,27,11,3
542,30,30,14,6
517,5,5,5,5
236,44,12,12,4
128,0,0,0,0
872,40,8,8,0
330,10,10,10,2
660,20,20,4,4
969,9,9,9,1
596,20,20,4,4
603,27,27,11,3
912,16,16,0,0
539,27,27,11,3
320,0,0,0,0
550,38,6,6,6
380,60,28,12,4
434,50,18,2,2
894,62,30,14,6
397,13,13,13,5
26,26,26,10,2
458,10,10,10,2
760,56,24,8,0
61,61,29,13,5
792,24,24,8,0
918,22,22,6,6
675,35,3,3,3
713,9,9,9,1
815,47,15,15,7
762,58,26,10,2
356,36,4,4,4
668,28,28,12,4
548,36,4,4,4
540,28,28,12,4
244,52,20,4,4
609,33,1,1,1
795,27,27,11,3
718,14,14,14,6
349,29,29,13,5
279,23,23,7,7
782,14,14,14,6
360,40,8,8,0
999,39,7,7,7
897,1,1,1,1
745,41,9,9,1
665,25,25,9,1
603,27,27,11,3
114,50,18,2,2
567,55,23,7,7
489,41,9,9,1
715,11,11,11,3
662,22,22,6,6
974,14,14,14,6
411,27,27,11,3
950,54,22,6,6
997,37,5,5,5
737,33,1,1,1
668,28,28,12,4
87,23,23,7,7
450,2,2,2,2
696,56,24,8,0
111,47,15,15,7
405,21,21,5,5
338,18,18,2,2
485,37,5,5,5
818,50,18,2,2
271,15,15,15,7
442,58,26,10,2
865,33,1,1,1
427,43,11,11,3
538,26,26,10,2
191,63,31,15,7
402,18,18,2,2
708,4,4,4,4
288,32,0,0,0
667,27,27,11,3
545,33,1,1,1
727,23,23,7,7
502,54,22,6,6
24,24,24,8,0
599,23,23,7,7
900,4,4,4,4
63,63,31,15,7
23,23,23,7,7
141,13,13,13,5
540,28,28,12,4
410,26,26,10,2
525,13,13,13,5
19,19,19,3,3
899,3,3,3,3
351,31,31,15,7
86,22,22,6,6
204,12,12,12,4
382,62,30,14,6
606,30,30,14,6
806,38,6,6,6
985,25,25,9,1
964,4,4,4,4
639,63,31,15,7
265,9,9,9,1
382,62,30,14,6
441,57,25,9,1
48,48,16,0,0
461,13,13,13,5
774,6,6,6,6
28,28,28,12,4
860,28,28,12,4
788,20,20,4,4
386,2,2,2,2
991,31,31,15,7
781,13,13,13,5
340,20,20,4,4
948,52,20,4,4
63,63,31,15,7
749,45,13,13,5
232,40,8,8,0
734,30,30,14,6
760,56,24,8,0
886,54,22,6,6
418,34,2,2,2
98,34,2,2,2
720,16,16,0,0
277,21,21,5,5
349,29,29,13,5
561,49,17,1,1
655,15,15,15,7
498,50,18,2,2
511,63,31,15,7
662,22,22,6,6
598,22,22,6,6
916,20,20,4,4
916,20,20,4,4
369,49,17,1,1
763,59,27,11,3
70,6,6,6,6
635,59,27,11,3
491,43,11,11,3
579,3,3,3,3
504,56,24,8,0
787,19,19,3,3
203,11,11,11,3
747,43,11,11,3
278,22,22,6,6
150,22,22,6,6
691,51,19,3,3
287,31,31,15,7
309,53,21,5,5
182,54,22,6,6
881,49,17,1,1
456,8,8,8,0
102,38,6,6,6
175,47,15,15,7
149,21,21,5,5
26,26,26,10,2
97,33,1,1,1
872,40,8,8,0
39,39,7,7,7
5,5,5,5,5
475,27,27,11,3
19,19,19,3,3
259,3,3,3,3
650,10,10,10,2
885,53,21,5,5
220,28,28,12,4
491,43,11,11,3
418,34,2,2,2
105,41,9,9,1
947,51,19,3,3
821,53,21,5,5
117,53,21,5,5
237,45,13,13,5
163,35,3,3,3
736,32,0,0,0
342,22,22,6,6
444,60,28,12,4
717,13,13,13,5
805,37,5,5,5
195,3,3,3,3
326,6,6,6,6
478,30,30,14,6
593,17,17,1,1
846,14,14,14,6
281,25,25,9,1
851,19,19,3,3
733,29,29,13,5
435,51,19,3,3
233,41,9,9,1
550,38,6,6,6
352,32,0,0,0
557,45,13,13,5
598,22,22,6,6
304,48,16,0,0
617,41,9,9,1
992,32,0,0,0
611,35,3,3,3
913,17,17,1,1
849,17,17,1,1
485,37,5,5,5
2,2,2,2,2
243,51,19,3,3
394,10,10,10,2
558,46,14,14,6
967,7,7,7,7
318,62,30,14,6
497,49,17,1,1
129,1,1,1,1
312,56,24,8,0
132,4,4,4,4
782,14,14,14,6
114,50,18,2,2
637,61,29,13,5
870,38,6,6,6
421,37,5,5,5
181,53,21,5,5
721,17,17,1,1
515,3,3,3,3
276,20,20,4,4
241,49,17,1,1
301,45,13,13,5
520,8,8,8,0
516,4,4,4,4
537,25,25,9,1
844,12,12,12,4
349,29,29,13,5
320,0,0,0,0
980,20,20,4,4
719,15,15,15,7
564,52,20,4,4
190,62,30,14,6
891,59,27,11,3
807,39,7,7,7
410,26,26,10,2
243,51,19,3,3
924,28,28,12,4
346,26,26,10,2
394,10,10,10,2
247,55,23,7,7
542,30,30,14,6
514,2,2,2,2
708,4,4,4,4
165,37,5,5,5
506,58,26,10,2
225,33,1,1,1
85,21,21,5,5
815,47,15,15,7
671,31,31,15,7
54,54,22,6,6
861,29,29,13,5
878,46,14,14,6
437,53,21,5,5
342,22,22,6,6
591,15,15,15,7
536,24,24,8,0
165,37,5,5,5
174,46,14,14,6
991,31,31,15,7
931,35,3,3,3
60,60,28,12,4
464,16,16,0,0
773,5,5,5,5
743,39,7,7,7
133,5,5,5,5
872,40,8,8,0
853,21,21,5,5
170,42,10,10,2
353,33,1,1,1
567,55,23,7,7
860,28,28,12,4
865,33,1,1,1
405,21,21,5,5
582,6,6,6,6
568,56,24,8,0
553,41,9,9,1
357,37,5,5,5
921,25,25,9,1
105,41,9,9,1
861,29,29,13,5
603,27,27,11,3
517,5,5,5,5
103,39,7,7,7
419,35,3,3,3
546,34,2,2,2
781,13,13,13,5
895,63,31,15,7
748,44,12,12,4
592,16,16,0,0
729,25,25,9,1
718,14,14,14,6
85,21,21,5,5
63,63,31,15,7
72,8,8,8,0
103,39,7,7,7
539,27,27,11,3
173,45,13,13,5
979,19,19,3,3
96,32,0,0,0
615,39,7,7,7
502,54,22,6,6
948,52,20,4,4
353,33,1,1,1
252,60,28,12,4
837,5,5,5,5
305,49,17,1,1
520,8,8,8,0
95,31,31,15,7
684,44,12,12,4
192,0,0,0,0
404,20,20,4,4
225,33,1,1,1
548,36,4,4,4
460,12,12,12,4
885,53,21,5,5
86,22,22,6,6
208,16,16,0,0
911,15,15,15,7
441,57,25,9,1
716,12,12,12,4
48,48,16,0,0
117,53,21,5,5
756,52,20,4,4
656,16,16,0,0
334,14,14,14,6
730,26,26,10,2
704,0,0,0,0
952,56,24,8,0
239,47,15,15,7
702,62,30,14,6
315,59,27,11,3
458,10,10,10,2
496,48,16,0,0
332,12,12,12,4
42,42,10,10,2
571,59,27,11,3
928,32,0,0,0
310,54,22,6,6
475,27,27,11,3
456,8,8,8,0
438,54,22,6,6
403,19,19,3,3
240,48,16,0,0
826,58,26,10,2
769,1,1,1,1
897,1,1,1,1
657,17,17,1,1
238,46,14,14,6
112,48,16,0,0
937,41,9,9,1
823,55,23,7,7
230,38,6,6,6
502,54,22,6,6
309,53,21,5,5
419,35,3,3,3
600,24,24,8,0
188,60,28,12,4
139,11,11,11,3
293,37,5,5,5
251,59,27,11,3
90,26,26,10,2
507,59,27,11,3
529,17,17,1,1
983,23,23,7,7
991,31,31,15,7
835,3,3,3,3
698,58,26,10,2
356,36,4,4,4
549,37,5,5,5
190,62,30,14,6
923,27,27,11,3
486,38,6,6,6
431,47,15,15,7
888,56,24,8,0
251,59,27,11,3
881,49,17,1,1
840,8,8,8,0
585,9,9,9,1
978,18,18,2,2
729,25,25,9,1
263,7,7,7,7
354,34,2,2,2
740,36,4,4,4
779,11,11,11,3
915,19,19,3,3
96,32,0,0,0
313,57,25,9,1
558,46,14,14,6
724,20,20,4,4
172,44,12,12,4
479,31,31,15,7
256,0,0,0,0
856,24,24,8,0
188,60,28,12,4
58,58,26,10,2
5,5,5,5,5
632,56,24,8,0
996,36,4,4,4
11,11,11,11,3
314,58,26,10,2
105,41,9,9,1
652,12,12,12,4
286,30,30,14,6
9,9,9,9,1
721,17,17,1,1
362,42,10,10,2
136,8,8,8,0
151,23,23,7,7
612,36,4,4,4
364,44,12,12,4
502,54,22,6,6
523,11,11,11,3
278,22,22,6,6
63,63,31,15,7
403,19,19,3,3
318,62,30,14,6
105,41,9,9,1
284,28,28,12,4
658,18,18,2,2
615,39,7,7,7
414,30,30,14,6
748,44,12,12,4
542,30,30,14,6
866,34,2,2,2
372,52,20,4,4
581,5,5,5,5
71,7,7,7,7
996,36,4,4,4
85,21,21,5,5
32,32,0,0,0
183,55,23,7,7
570,58,26,10,2
120,56,24,8,0
909,13,13,13,5
863,31,31,15,7
322,2,2,2,2
603,27,27,11,3
503,55,23,7,7
171,43,11,11,3
984,24,24,8,0
13,13,13,13,5
506,58,26,10,2
124,60,28,12,4
167,39,7,7,7
604,28,28,12,4
977,17,17,1,1
928,32,0,0,0
270,14,14,14,6
334,14,14,14,6
557,45,13,13,5
421,37,5,5,5
449,1,1,1,1
502,54,22,6,6
388,4,4,4,4
753,49,17,1,1
688,48,16,0,0
419,35,3,3,3
646,6,6,6,6
628,52,20,4,4
952,56,24,8,0
958,62,30,14,6
495,47,15,15,7
101,37,5,5,5
719,15,15,15,7
300,44,12,12,4
889,57,25,9,1
66,2,2,2,2
111,47,15,15,7
354,34,2,2,2
179,51,19,3,3
361,41,9,9,1
704,0,0,0,0
623,47,15,15,7
822,54,22,6,6
504,56,24,8,0
489,41,9,9,1
274,18,18,2,2
74,10,10,10,2
661,21,21,5,5
421,37,5,5,5
681,41,9,9,1
364,44,12,12,4
416,32,0,0,0
844,12,12,12,4
667,27,27,11,3
911,15,15,15,7
562,50,18,2,2
507,59,27,11,3
556,44,12,12,4
311,55,23,7,7
812,44,12,12,4
707,3,3,3,3
614,38,6,6,6
862,30,30,14,6
173,45,13,13,5
740,36,4,4,4
498,50,18,2,2
411,27,27,11,3
334,14,14,14,6
750,46,14,14,6
994,34,2,2,2
837,5,5,5,5
685,45,13,13,5
29,29,29,13,5
344,24,24,8,0
683,43,11,11,3
853,21,21,5,5
110,46,14,14,6
663,23,23,7,7
195,3,3,3,3
585,9,9,9,1
19,19,19,3,3
416,32,0,0,0
830,62,30,14,6
413,29,29,13,5
393,9,9,9,1
34,34,2,2,2
289,33,1,1,1
140,12,12,12,4
859,27,27,11,3
345,25,25,9,1
861,29,29,13,5
782,14,14,14,6
575,63,31,15,7
835,3,3,3,3
931,35,3,3,3
675,35,3,3,3
894,62,30,14,6
698,58,26,10,2
210,18,18,2,2
575,63,31,15,7
482,34,2,2,2
284,28,28,12,4
218,26,26,10,2
77,13,13,13,5
590,14,14,14,6
274,18,18,2,2
481,33,1,1,1
532,20,20,4,4
95,31,31,15,7
919,23,23,7,7
912,16,16,0,0
887,55,23,7,7
27,27,27,11,3
16,16,16,0,0
507,59,27,11,3
100,36,4,4,4
581,5,5,5,5
538,26,26,10,2
993,33,1,1,1
738,34,2,2,2
602,26,26,10,2
630,54,22,6,6
668,28,28,12,4
720,16,16,0,0
374,54,22,6,6
422,38,6,6,6
409,25,25,9,1
385,1,1,1,1
917,21,21,5,5
957,61,29,13,5
257,1,1,1,1
782,14,14,14,6
293,37,5,5,5
562,50,18,2,2
275,19,19,3,3
772,4,4,4,4
682,42,10,10,2
51,51,19,3,3
414,30,30,14,6
954,58,26,10,2
408,24,24,8,0
153,25,25,9,1
302,46,14,14,6
220,28,28,12,4
483,35,3,3,3
208,16,16,0,0
954,58,26,10,2
447,63,31,15,7
616,40,8,8,0
278,22,22,6,6
19,19,19,3,3
635,59,27,11,3
450,2,2,2,2
861,29,29,13,5
248,56,24,8,0
859,27,27,11,3
76,12,12,12,4
63,63,31,15,7
258,2,2,2,2
87,23,23,7,7
339,19,19,3,3
914,18,18,2,2
225,33,1,1,1
354,34,2,2,2
233,41,9,9,1
793,25,25,9,1
781,13,13,13,5
411,27,27,11,3
21,21,21,5,5
473,25,25,9,1
536,24,24,8,0
537,25,25,9,1
97,33,1,1,1
332,12,12,12,4
856,24,24,8,0
498,50,18,2,2
28,28,28,12,4
92,28,28,12,4
461,13,13,13,5
386,2,2,2,2
830,62,30,14,6
402,18,18,2,2
484,36,4,4,4
113,49,17,1,1
743,39,7,7,7
725,21,21,5,5
504,56,24,8,0
516,4,4,4,4
433,49,17,1,1
999,39,7,7,7
448,0,0,0,0
823,55,23,7,7
110,46,14,14,6
301,45,13,13,5
875,43,11,11,3
214,22,22,6,6
912,16,16,0,0
336,16,16,0,0
993,33,1,1,1
529,17,17,1,1
283,27,27,11,3
639,63,31,15,7
823,55,23,7,7
388,4,4,4,4
635,59,27,11,3
877,45,13,13,5
726,22,22,6,6
730,26,26,10,2
866,34,2,2,2
56,56,24,8,0
800,32,0,0,0
302,46,14,14,6
642,2,2,2,2
307,51,19,3,3
421,37,5,5,5
349,29,29,13,5
388,4,4,4,4
936,40,8,8,0
974,14,14,14,6
933,37,5,5,5
518,6,6,6,6
419,35,3,3,3
841,9,9,9,1
526,14,14,14,6
628,52,20,4,4
30,30,30,14,6
13,13,13,13,5
803,35,3,3,3
581,5,5,5,5
696,56,24,8,0
466,18,18,2,2
373,53,21,5,5
703,63,31,15,7
775,7,7,7,7
678,38,6,6,6
347,27,27,11,3
394,10,10,10,2
867,35,3,3,3
76,12,12,12,4
259,3,3,3,3
686,46,14,14,6
396,12,12,12,4
818,50,18,2,2
907,11,11,11,3
277,21,21,5,5
569,57,25,9,1
344,24,24,8,0
878,46,14,14,6
581,5,5,5,5
148,20,20,4,4
917,21,21,5,5
907,11,11,11,3
715,11,11,11,3
128,0,0,0,0
783,15,15,15,7
848,16,16,0,0
674,34,2,2,2
472,24,24,8,0
403,19,19,3,3
30,30,30,14,6
989,29,29,13,5
246,54,22,6,6
70,6,6,6,6
413,29,29,13,5
410,26,26,10,2
520,8,8,8,0
639,63,31,15,7
750,46,14,14,6
701,61,29,13,5
